year,state,effective_min_wage,effective_min_wage_2020,cpi_mean
2019,Idaho,7.25,7.34,255.657
2019,Illinois,9.25,9.36,255.657
2019,Indiana,7.25,7.34,255.657
2019,Iowa,7.25,7.34,255.657
2019,Kansas,7.25,7.34,255.657
2019,Kentucky,7.25,7.34,255.657
2019,Louisiana,7.25,7.34,255.657
2019,Maine,12.0,12.14,255.657
2019,Maryland,11.0,11.13,255.657
2019,Massachusetts,12.75,12.9,255.657
2019,Michigan,9.65,9.76,255.657
2019,Minnesota,8.15,8.25,255.657
2019,Mississippi,7.25,7.34,255.657
2019,Missouri,9.45,9.56,255.657
2019,Montana,8.65,8.75,255.657
2019,Nebraska,9.0,9.11,255.657
2019,Nevada,7.25,7.34,255.657
2019,New Hampshire,7.25,7.34,255.657
2019,New Jersey,11.0,11.13,255.657
2019,New Mexico,9.0,9.11,255.657
2019,New York,11.8,11.94,255.657
2019,North Carolina,7.25,7.34,255.657
2019,North Dakota,7.25,7.34,255.657
2019,Ohio,8.7,8.8,255.657
2019,Oklahoma,7.25,7.34,255.657
2019,Oregon,11.25,11.38,255.657
2019,Pennsylvania,7.25,7.34,255.657
2019,Puerto Rico,7.25,7.34,255.657
2019,Rhode Island,10.5,10.62,255.657
2019,South Carolina,7.25,7.34,255.657
2019,South Dakota,9.3,9.41,255.657
2019,Tennessee,7.25,7.34,255.657
2019,Texas,7.25,7.34,255.657
2019,U.S. Virgin Islands,10.5,10.62,255.657
2019,Utah,7.25,7.34,255.657
2019,Vermont,10.96,11.09,255.657
2019,Virginia,7.25,7.34,255.657
2019,Washington,13.5,13.66,255.657
2019,West Virginia,8.75,8.85,255.657
2019,Wisconsin,7.25,7.34,255.657
2019,Wyoming,7.25,7.34,255.657
2020,Alabama,7.25,7.25,258.66
2020,Alaska,10.19,10.19,258.66
2020,Arizona,12.0,12.0,258.66
2020,Arkansas,10.0,10.0,258.66
2020,California,13.0,13.0,258.66
2020,Colorado,12.0,12.0,258.66
2020,Connecticut,11.0,11.0,258.66
2020,Delaware,9.25,9.25,258.66
2020,District of Columbia,14.0,14.0,258.66
2020,Florida,8.56,8.56,258.66
2020,Georgia,7.25,7.25,258.66
2020,Guam,8.25,8.25,258.66
2020,Hawaii,10.1,10.1,258.66
2020,Idaho,7.25,7.25,258.66
2020,Illinois,9.25,9.25,258.66
2020,Indiana,7.25,7.25,258.66
2020,Iowa,7.25,7.25,258.66
2020,Kansas,7.25,7.25,258.66
2020,Kentucky,7.25,7.25,258.66
2020,Louisiana,7.25,7.25,258.66
2020,Maine,12.0,12.0,258.66
2020,Maryland,11.0,11.0,258.66
2020,Massachusetts,12.75,12.75,258.66
2020,Michigan,9.65,9.65,258.66
2020,Minnesota,8.15,8.15,258.66
2020,Mississippi,7.25,7.25,258.66
2020,Missouri,9.45,9.45,258.66
2020,Montana,8.65,8.65,258.66
2020,Nebraska,9.0,9.0,258.66
2020,Nevada,7.25,7.25,258.66
2020,New Hampshire,7.25,7.25,258.66
2020,New Jersey,11.0,11.0,258.66
2020,New Mexico,9.0,9.0,258.66
2020,New York,11.8,11.8,258.66
2020,North Carolina,7.25,7.25,258.66
2020,North Dakota,7.25,7.25,258.66
2020,Ohio,8.7,8.7,258.66
2020,Oklahoma,7.25,7.25,258.66
2020,Oregon,11.25,11.25,258.66
2020,Pennsylvania,7.25,7.25,258.66
2020,Puerto Rico,7.25,7.25,258.66
2020,Rhode Island,10.5,10.5,258.66
2020,South Carolina,7.25,7.25,258.66
2020,South Dakota,9.3,9.3,258.66
2020,Tennessee,7.25,7.25,258.66
2020,Texas,7.25,7.25,258.66
2020,U.S. Virgin Islands,10.5,10.5,258.66
2020,Utah,7.25,7.25,258.66
2020,Vermont,10.96,10.96,258.66
2020,Virginia,7.25,7.25,258.66
2020,Washington,13.5,13.5,258.66
2020,West Virginia,8.75,8.75,258.66
2020,Wisconsin,7.25,7.25,258.66
2020,Wyoming,7.25,7.25,258.66
